event_id_cnty,event_date,event_type,sub_event_type,civilian_targeting,admin1,latitude,longitude,fatalities,population_1km,population_2km,population_5km,population_best
VEN24129,2019-03-24,Violence against civilians,Attack,Civilian targeting,Zulia,10.3991,-71.4521,1,32822.0,105270.0,280412.0,280412.0
VEN24130,2019-03-31,Protests,Excessive force against protesters,Civilian targeting,Zulia,10.5545,-71.7061,0,301.0,5378.0,44555.0,301.0
VEN24131,2019-03-31,Violence against civilians,Attack,Civilian targeting,Zulia,10.5545,-71.7061,1,301.0,5378.0,44555.0,44555.0
VEN24132,2019-01-08,Violence against civilians,Abduction/forced disappearance,Civilian targeting,Bolivar,8.2950,-62.7191,0,14266.0,76068.0,185799.0,76068.0
VEN24133,2019-03-13,Violence against civilians,Abduction/forced disappearance,Civilian targeting,Bolivar,8.2950,-62.7191,0,14266.0,76068.0,185799.0,76068.0
VEN24134,2019-03-13,Violence against civilians,Abduction/forced disappearance,Civilian targeting,Bolivar,8.2950,-62.7191,0,14266.0,76068.0,185799.0,76068.0
VEN24135,2019-02-02,Violence against civilians,Abduction/forced disappearance,Civilian targeting,Tachira,7.9194,-72.4431,0,18631.0,41539.0,69146.0,41539.0
VEN24136,2019-02-11,Battles,Armed clash,,Tachira,7.9194,-72.4431,2,18631.0,41539.0,69146.0,69146.0
VEN24137,2019-02-11,Violence against civilians,Attack,Civilian targeting,Tachira,8.1658,-72.1637,1,4108.0,7699.0,9208.0,9208.0
VEN24138,2019-02-28,Violence against civilians,Abduction/forced disappearance,Civilian targeting,Tachira,8.3261,-72.0874,0,2279.0,5159.0,8320.0,5159.0
VEN24139,2019-03-14,Violence against civilians,Abduction/forced disappearance,Civilian targeting,Tachira,7.7679,-72.2324,0,27259.0,67212.0,161438.0,67212.0
